,basin,RMSE,KGE,Pearson-r,NSE,Num_obs,Bias
72,324,1.5782287865682483,0.7801534058316673,0.9041312983548649,0.7915398925542831,737,0.43922395
73,326,1.1594667794229592,0.7633269994934448,0.8837767207438106,0.7539990842342377,594,-0.3244105
74,328,0.6016737847378244,0.9346201619681516,0.9683469939702833,0.9352502822875977,472,-0.10127411
75,34,0.5462457851797251,0.9455284837180552,0.9532977066120192,0.9071468412876129,338,0.06369845
76,4,0.5744257702975154,0.9013445195219514,0.9408679264592602,0.8659486472606659,174,0.02307289
77,43,0.4552321930429263,0.8881711322334527,0.9668793600979253,0.9098620638251305,184,0.21477582
78,44,0.47408067430776557,0.9496554668194831,0.9534500103698209,0.8956410139799118,92,0.15764475
79,45,0.5789873547696744,0.9131767058721587,0.9506373454925884,0.8817076086997986,246,0.24876297
80,46,0.7116265782657546,0.9004192621250617,0.9546713169004263,0.7752808034420013,184,0.55065954
81,47,0.45265757359399084,0.9178715752988498,0.9696247070960907,0.8848723843693733,92,0.3111668
82,49,0.9620564466717333,0.8194491450973478,0.9146593572889947,0.7484009265899658,92,-0.554099
83,51,0.8021424424491017,0.869546387490108,0.9187278449299281,0.8356354534626007,207,0.17735578
84,53,0.7909116323424258,0.8487811850543617,0.921313381853631,0.8221409171819687,92,-0.29239577
85,55,0.6330725994812832,0.8852917447837995,0.9362957486782133,0.8753362521529198,92,-0.03164335
86,56,0.9635463748851221,0.9060890553246631,0.9322855337608698,0.6523719429969788,92,0.7547609
87,58,0.6811058985691499,0.9206918580850603,0.9390811340103962,0.8664664775133133,184,0.22967279
88,59,0.5810352482469139,0.9380884828829984,0.9431764684014063,0.868846982717514,92,0.22094126
89,6,0.48727071334043864,0.9301913314766844,0.9388367500141843,0.85811847448349,125,0.15780401
90,60,0.5921483270979854,0.9330163928497416,0.9447553013414818,0.8516690284013748,92,0.28325227
91,65,0.6440060643286716,0.88360765446701,0.9410575284449083,0.771440327167511,92,0.40819317
92,66,0.6698211282763643,0.9084165487646566,0.9495120973499585,0.783156543970108,92,0.47230065
93,7,0.41217286402795056,0.8904594604474696,0.9197418890901409,0.8450234979391098,167,0.03085302
94,73,0.573423028914046,0.9549559731477263,0.9592523342568834,0.9185076132416725,653,-0.06834992
95,77,0.6866325194084074,0.9346930285761332,0.9563053805585433,0.9125008657574654,640,0.103820994
96,83,0.6010318496360757,0.9427557803021955,0.9591585009927424,0.9182931184768677,655,0.086442076
97,86,0.5881331187629366,0.9700489570370932,0.9744282292704615,0.9471520185470581,547,0.06938774
98,9,0.6067223399898743,0.9344618452231751,0.9367498334173489,0.8740453124046326,170,-0.061227042
99,92,0.575814527484219,0.9155220392270452,0.9612416308691765,0.9092599004507065,81,-0.22267134
